claim_amount,policy_age_days,claim_frequency_12m,days_since_inception,premium_paid,sum_assured,policyholder_age,num_policies,num_past_claims,claim_to_premium_ratio,is_high_risk_state,product_type,has_telematics,claim_filed_weekend,claim_filed_night,multiple_claims_same_period,address_change_before_claim,beneficiary_change_before_claim,late_premium_payments,claim_docs_submitted_count,kyc_verification_score,agent_fraud_history_score,is_fraud
680785.56,1526,1,2799,20378.79,1895678.59,31,1,1,33.4049,1,0,0,0,1,0,0,0,3,5,56.3,84.6,1
432391.57,328,1,3133,16079.07,953127.81,44,3,0,26.8899,0,4,1,1,0,0,0,0,2,8,73.7,77.6,0
101427.15,2517,1,2392,7894.6,1502502.18,39,5,0,12.846,0,7,0,0,0,0,0,0,0,2,93.9,48.5,0
508110.3,1698,2,353,36744.87,3930990.14,63,2,1,13.8277,0,1,0,1,0,0,0,0,1,8,53.1,85.3,0
51060.28,3377,2,2600,13120.62,6666757.01,42,1,1,3.8913,1,2,0,0,1,0,0,0,1,3,59.2,69.4,0
114093.33,1756,0,3621,10721.74,394178.19,41,3,2,10.6403,0,7,0,0,0,0,0,0,2,4,53.2,68.1,0
78586.46,728,0,1529,59546.75,1382986.84,66,4,0,1.3197,1,2,0,0,0,0,0,0,4,4,74.4,92.5,0
184022.11,657,0,1422,122416.17,505555.63,31,3,1,1.5032,1,3,0,0,0,0,0,0,1,6,34.0,86.5,0
5240816.42,378,1,135,7130.81,970232.11,70,7,0,734.8508,0,4,0,0,0,0,0,0,3,2,80.3,77.3,0
9888.25,1273,4,2088,82296.86,2077060.85,22,4,0,0.1202,1,1,1,0,0,0,0,0,4,6,76.6,96.6,0
455609.01,2420,0,2872,24257.61,3310824.85,46,1,1,18.7813,0,5,1,1,0,0,0,0,1,8,35.5,83.2,0
14485.83,2816,2,855,70329.63,601407.87,27,6,0,0.206,0,3,0,0,0,0,0,0,1,2,41.5,64.4,0
80185.84,2374,1,1116,22194.54,1885737.9,26,2,1,3.6127,0,2,0,0,0,0,0,0,1,7,84.6,70.3,0
833530.77,467,0,2164,52344.75,1169589.34,55,6,0,15.9236,1,3,0,0,0,0,0,0,1,5,85.9,64.0,0
179229.08,1025,1,2798,56184.31,551443.89,64,3,0,3.19,0,3,0,0,0,0,0,0,1,5,55.5,92.7,0
32318.1,2726,3,335,34584.5,472217.28,53,1,3,0.9344,0,6,1,1,0,0,0,0,1,7,50.8,92.2,0
55661.53,2586,1,2553,142106.15,365588.45,57,7,0,0.3917,1,6,0,0,0,0,0,0,2,4,97.3,64.7,0
451078.48,3269,2,260,50426.89,261272.3,35,4,2,8.945,0,1,0,1,0,1,0,0,1,4,76.2,82.9,0
54417.99,1732,1,3258,3551.57,303685.64,66,6,0,15.3179,0,6,0,0,0,0,0,0,3,9,80.6,97.9,0
225187.32,2329,2,1312,33761.42,2788148.16,52,2,0,6.6698,1,0,0,0,1,0,0,0,1,6,73.2,79.2,0
174269.42,1901,1,2706,14514.45,3267296.9,62,4,0,12.0058,1,2,1,0,0,1,0,0,0,6,78.4,85.5,1
61242.67,628,0,515,12377.68,2079450.83,61,5,0,4.9474,0,4,1,1,0,0,1,0,3,5,94.5,51.3,0
4056844.99,2545,0,3097,2810.78,1364330.06,63,1,1,1442.8031,0,2,0,1,0,0,0,0,1,2,90.3,88.7,0
421206.52,2106,0,343,135185.63,1103838.79,66,4,1,3.1157,0,4,0,1,0,0,0,0,1,5,70.4,69.6,0
7803.18,2477,1,2501,19349.51,5440211.64,62,4,0,0.4033,0,4,1,0,0,0,0,0,1,8,86.5,93.8,0
215277.13,2070,3,833,43267.65,1141642.75,26,7,1,4.9754,0,4,0,0,1,0,1,0,2,3,82.8,80.6,0
60314.05,1456,0,2565,53562.89,451816.25,24,4,5,1.126,0,2,1,1,0,0,0,0,2,5,88.2,86.6,0
584580.63,269,1,2797,40907.99,3102737.38,20,3,0,14.2898,0,2,0,0,0,0,0,0,1,6,94.4,90.5,0
49573.86,2657,2,2658,11027.04,2979139.74,35,3,1,4.4953,1,2,0,0,0,0,0,0,4,3,81.2,94.9,0
137021.8,1433,0,660,30122.41,385446.64,70,7,2,4.5487,0,0,0,0,0,0,0,0,1,9,56.6,87.0,0
347139.13,3594,1,537,5979.63,2857229.36,71,4,1,58.0439,0,6,0,0,0,0,0,0,0,1,48.5,73.3,0
596379.68,3346,4,2889,142891.92,8885015.91,24,3,2,4.1736,0,5,0,0,1,0,0,0,4,5,82.4,72.4,1
26891.23,55,1,3114,38137.83,1425419.53,64,2,0,0.7051,0,3,0,0,0,0,0,0,1,6,85.8,75.5,0
98542.99,1947,1,3125,3012.2,2832246.14,36,6,0,32.7038,0,4,0,1,0,0,0,0,1,9,88.9,82.4,0
79824.2,2616,1,1766,22776.66,809458.7,33,4,1,3.5045,0,2,1,0,0,0,0,0,0,5,84.8,64.9,0
61084.06,3633,0,2811,32849.23,1780044.44,29,7,0,1.8595,1,5,0,0,0,0,0,0,2,4,91.6,87.3,0
2299451.93,2458,0,2512,40495.67,11135891.24,42,5,1,56.7813,1,4,0,0,0,0,0,0,1,9,88.6,90.5,0
298782.92,1393,0,1367,62351.78,1608973.21,29,3,2,4.7918,0,3,0,0,0,0,0,0,2,9,86.2,94.7,0
24555.08,490,0,643,23357.0,939727.4,54,7,1,1.0512,1,0,0,0,0,0,0,0,2,8,46.3,88.9,0
644862.84,2164,3,3496,35560.78,490262.68,47,6,2,18.1336,1,6,0,0,1,0,0,0,1,9,71.1,81.7,0
3926402.99,1794,3,1638,36746.02,994267.63,73,2,1,106.8496,1,1,0,0,0,0,0,0,1,3,48.9,91.8,0
765816.52,3402,0,3375,95823.49,718620.93,74,7,1,7.9919,0,6,0,0,0,0,0,0,0,3,61.3,70.8,0
16662.98,2132,2,3620,16400.36,594451.82,60,6,2,1.016,1,3,0,0,0,0,0,0,2,2,91.7,71.1,0
78719.71,2342,1,2291,16274.67,7131537.44,69,7,0,4.8366,0,1,0,0,0,0,0,0,0,8,95.9,88.8,0
1088560.48,3203,2,1770,15468.45,2087814.36,57,5,0,70.3684,0,4,0,0,0,0,0,0,0,5,77.1,85.8,0
56302.59,3018,1,3450,32645.3,363333.31,65,5,1,1.7246,1,7,0,0,0,0,1,0,2,9,65.2,84.0,0
316705.99,467,2,1949,48018.32,355689.55,53,1,0,6.5954,0,6,0,0,0,0,0,0,2,5,67.6,78.5,0
520190.87,1915,1,3039,147231.76,3475320.92,63,1,0,3.5331,0,7,0,0,0,0,0,0,4,8,81.7,69.6,0
40522.16,2513,1,3285,34935.0,5284301.22,41,7,0,1.1599,0,6,0,0,0,0,0,0,0,2,62.2,83.2,0
148852.62,108,0,2892,20669.53,1993568.51,46,1,0,7.2012,1,5,0,0,0,0,0,0,2,5,87.2,85.7,0
1259.03,565,0,3575,32170.17,8481214.98,29,7,1,0.0391,0,1,0,1,0,0,0,0,2,6,43.5,73.6,0
35011.03,3500,1,3374,30159.69,535213.81,72,2,2,1.1608,0,7,0,0,1,0,0,0,4,9,54.2,78.9,0
111429.54,2431,1,3625,123681.73,2689610.78,65,4,1,0.9009,1,0,0,0,0,0,0,0,4,1,63.0,96.5,0
25042.39,2839,1,2783,20522.67,3208555.99,62,3,1,1.2202,0,3,0,1,0,0,0,0,1,1,45.3,74.2,0
1883452.25,1564,1,2483,21002.47,10718758.88,25,3,0,89.6734,1,7,0,0,0,0,0,0,3,1,91.0,84.9,0
19049.34,1371,2,2159,32347.33,93854.6,33,1,0,0.5889,0,1,1,0,0,0,0,0,3,4,69.6,88.1,0
84114.42,160,0,3530,1775.25,2414045.18,23,4,0,47.3551,0,3,0,0,1,0,0,0,1,2,86.2,63.8,0
198017.53,2278,0,2608,11909.94,3579929.56,60,1,0,16.6248,1,6,0,0,1,0,0,0,0,4,75.5,57.2,1
1413967.21,3276,2,2650,11424.33,646347.66,19,2,0,123.7572,0,3,0,0,1,0,0,0,2,2,80.3,62.6,0
18886.58,2580,0,676,32134.97,185024.16,41,7,0,0.5877,0,2,0,0,0,0,0,0,3,6,76.3,74.2,0
931680.88,2438,2,3192,173895.52,2358711.98,40,6,1,5.3577,1,2,1,1,0,0,0,0,3,6,95.8,80.0,0
165272.28,1795,1,3507,2275.74,1965087.6,32,7,2,72.5916,0,6,0,0,0,0,0,0,3,9,81.2,79.8,0
37336.89,3075,1,3373,19447.19,378104.82,20,6,0,1.9198,0,1,1,0,0,0,0,0,0,9,80.9,95.6,0
325512.2,1815,1,1589,22951.5,1600855.13,35,3,1,14.182,0,6,0,0,0,0,0,0,3,7,43.6,90.6,0
219386.34,2377,0,3056,47127.88,793512.36,40,4,0,4.655,0,0,0,0,0,0,0,0,3,1,53.7,70.4,0
66149.64,33,0,603,21276.08,115355.9,65,7,1,3.109,0,2,0,0,1,0,0,0,2,6,48.8,78.7,0
180719.82,2980,0,116,12268.8,3289304.5,64,5,1,14.7288,1,5,0,0,1,0,0,0,1,1,68.0,78.2,0
91311.28,832,1,407,10887.85,848551.85,54,2,0,8.3858,0,5,0,1,0,0,0,0,1,6,31.4,69.1,0
192967.3,2444,0,3420,11756.13,5152541.94,69,1,0,16.4128,0,4,0,0,0,0,0,0,3,5,79.9,88.6,0
439413.43,2750,1,3134,30405.05,685978.69,74,2,2,14.4515,1,4,1,0,0,0,0,1,4,1,70.6,89.2,1
1756836.36,282,0,864,102089.7,685122.87,20,1,0,17.2086,1,2,0,0,0,0,0,0,1,4,90.8,66.9,0
25419.62,2853,0,2009,67559.0,8012987.59,64,4,2,0.3763,1,2,0,0,0,0,0,0,2,3,79.9,97.7,0
3990990.73,3442,1,1485,4234.59,9378424.53,41,7,1,942.2514,0,0,0,0,0,0,0,0,0,6,51.9,89.9,0
8706.88,3248,1,2470,3540.82,51580.59,23,6,0,2.4583,0,4,0,0,0,1,0,0,1,2,63.5,79.7,0
129614.81,3628,1,337,28540.63,1767966.6,51,5,2,4.5413,1,1,0,1,0,0,0,0,3,4,95.3,70.5,0
393358.15,139,1,1731,61493.67,1153905.66,72,7,1,6.3966,0,7,0,0,0,0,0,0,2,3,87.7,83.6,0
248075.35,2003,1,1224,10424.24,2238367.06,35,5,1,23.7956,1,1,0,1,0,0,0,0,1,5,17.2,89.2,0
63956.01,453,0,3464,7824.16,476268.54,60,1,2,8.1731,0,5,1,0,0,0,0,0,0,9,41.2,61.4,0
119111.66,3352,2,1282,27151.14,2750289.48,36,4,0,4.3868,1,3,0,1,0,0,0,0,1,1,83.7,60.8,0
77691.3,1251,2,2024,25860.63,11125.92,43,2,2,3.0041,1,6,0,0,0,0,0,0,0,5,89.3,93.4,0
67235.24,2652,1,3103,13667.1,20587574.02,63,5,1,4.9191,0,5,0,0,0,0,0,0,1,7,77.9,77.3,0
582103.27,2398,1,2186,42326.05,1153287.21,38,3,1,13.7525,0,6,0,0,0,0,0,0,2,5,80.5,87.2,0
278040.82,531,0,2157,61521.52,2361471.83,72,7,0,4.5193,1,0,0,1,0,0,0,0,2,7,79.5,93.5,0
57563.02,1734,3,1491,22426.28,263842.05,26,5,1,2.5667,1,4,0,0,0,0,0,0,1,9,56.8,96.0,0
627437.79,1336,1,1572,63452.91,605400.23,74,2,0,9.8881,0,4,0,0,0,0,0,0,1,1,71.3,90.6,0
258060.49,3377,2,2916,2462.99,41719.79,22,6,0,104.7328,0,4,0,0,0,0,0,0,3,8,65.5,70.1,0
550891.51,109,0,2495,51399.54,540772.58,40,1,1,10.7176,1,0,0,0,1,0,0,0,2,1,81.7,79.0,1
418504.64,723,3,2460,8071.72,2468592.45,51,1,0,51.8418,0,3,0,0,0,0,0,0,0,6,65.5,89.3,0
46934.46,499,1,567,82208.99,4633749.75,56,4,1,0.5709,1,2,0,1,0,0,0,0,0,2,94.9,98.0,0
70243.88,2105,1,2401,22497.61,844513.87,33,7,0,3.1221,1,4,1,1,1,0,0,0,1,1,79.1,54.2,0
499289.02,1119,2,892,18129.58,2139841.49,19,5,2,27.5385,0,0,0,1,0,0,0,0,2,4,48.0,77.3,0
406587.89,634,0,525,91743.84,1995312.94,65,3,0,4.4317,1,2,1,0,0,0,0,0,1,7,77.8,91.6,0
157731.2,1516,1,516,66821.7,1870398.08,38,5,1,2.3604,0,7,0,0,0,0,0,0,0,5,80.7,91.0,0
194073.28,1803,3,503,31056.16,542183.68,40,6,2,6.2489,0,0,0,0,0,0,0,0,2,5,71.5,90.8,0
1106262.02,1983,0,1948,21309.31,2300519.91,31,1,0,51.9121,0,7,0,0,0,0,0,0,2,1,61.8,84.4,0
67013.07,2302,2,2453,5591.71,2293391.71,70,5,1,11.9822,0,4,0,0,0,0,0,0,2,8,89.5,72.3,0
369773.55,2897,1,3210,51735.87,868725.59,32,3,2,7.1472,0,3,0,1,0,0,0,0,1,1,72.6,80.1,0
120175.81,2193,2,1495,11176.47,734737.53,53,5,1,10.7516,1,1,0,0,0,0,0,0,2,9,74.5,88.1,0
117415.97,2831,1,776,23350.6,1168673.96,38,1,0,5.0282,0,6,1,1,0,0,0,0,3,2,77.3,91.9,0
845907.49,966,1,2860,27982.45,2423930.37,36,2,0,30.2288,1,0,0,0,0,0,0,0,3,1,71.0,95.6,0
561363.84,3518,1,1841,41304.85,6127408.61,23,4,1,13.5904,1,6,0,1,0,0,0,0,1,9,49.5,94.1,0
551426.84,2216,0,2962,114160.51,1751999.33,25,2,0,4.8302,1,6,1,0,0,0,0,0,2,3,52.9,96.5,0
1153392.56,2187,0,210,29203.24,143187.84,18,3,1,39.494,1,4,0,0,0,1,0,0,3,2,81.2,83.5,0
167964.14,2426,2,3043,5713.65,3712216.63,20,5,2,29.3919,0,5,0,0,0,0,0,0,3,6,65.0,92.0,0
452674.89,269,0,2317,19516.61,746946.7,40,4,1,23.1932,0,7,0,1,0,0,0,0,2,7,53.3,87.1,0
102191.1,337,1,35,145515.08,1371197.07,57,3,1,0.7023,0,2,0,0,0,0,0,0,2,7,41.5,74.8,0
264672.77,1052,3,995,112239.02,172543.23,73,2,0,2.3581,1,3,0,0,0,0,0,0,1,4,77.9,90.8,0
133891.55,2514,3,3184,82566.17,1975556.77,24,2,0,1.6216,1,2,0,0,1,0,0,0,0,7,66.2,74.3,0
188243.94,1180,0,1328,30197.87,15420812.79,74,3,1,6.2335,0,3,0,0,0,0,0,0,6,2,48.7,95.4,0
397414.68,2992,0,2440,4767.34,11634793.76,57,3,1,83.3445,0,2,0,1,0,1,0,0,0,6,74.2,74.8,0
47699.16,3511,0,72,109057.62,4583460.98,30,1,0,0.4374,0,3,0,0,0,0,0,0,0,6,89.4,59.7,0
3754932.67,3088,1,3576,45998.66,37018.6,20,3,1,81.6296,1,0,0,0,1,0,1,0,0,1,91.8,74.1,1
35989.19,1828,0,3496,28608.32,2350375.5,67,6,0,1.258,0,6,1,1,0,0,0,0,3,4,62.9,78.3,0
26336.66,1192,2,1440,44007.61,440308.09,38,1,0,0.5984,1,4,0,1,0,0,0,0,2,2,97.6,83.6,0
924646.06,2964,2,880,13934.29,1037482.92,26,1,0,66.3528,0,3,0,0,0,0,0,1,2,4,88.2,84.1,1
533649.24,231,1,1106,4512.25,1488171.61,67,4,0,118.2406,0,2,0,0,0,0,0,0,3,8,56.1,79.5,0
415060.56,2651,1,1399,5447.58,914233.09,48,6,4,76.1777,0,2,0,0,0,0,0,0,5,9,74.9,80.4,0
417699.8,1256,1,1343,24175.47,1939120.68,38,2,1,17.2771,0,5,0,0,0,0,0,1,1,2,84.2,79.9,1
159792.25,353,5,3574,16358.42,6667039.49,56,1,1,9.7676,0,6,1,0,0,0,1,0,1,4,98.8,84.6,0
42366.72,2562,1,1879,11362.71,9223835.25,48,6,2,3.7282,1,4,0,0,0,0,0,0,1,3,68.3,98.0,0
182354.31,205,5,3179,153590.54,1113590.89,25,3,0,1.1873,0,5,0,0,0,0,0,0,3,4,82.0,96.9,0
58938.95,3330,0,1042,40829.6,437042.33,47,7,0,1.4435,1,7,0,0,0,0,0,0,1,5,79.5,53.9,0
702695.97,1787,1,1141,42237.7,1043467.32,18,5,2,16.6363,0,3,0,0,0,0,0,0,0,6,55.6,81.3,0
130537.25,2432,1,2833,195409.95,1614750.83,27,1,1,0.668,0,4,0,0,0,1,0,0,2,7,58.7,85.8,0
47181.36,3429,2,1375,37709.37,444004.02,37,4,1,1.2512,0,5,0,0,0,0,0,0,0,9,44.4,76.4,0
100500.83,2373,1,2840,148515.55,2466013.52,51,3,0,0.6767,0,1,0,0,0,0,0,0,1,8,78.0,85.8,0
302367.12,2118,1,569,3579.8,1602333.42,32,6,0,84.4412,0,3,0,0,0,0,0,1,0,2,70.7,78.3,1
69871.5,562,0,2790,10620.02,4397576.05,53,2,1,6.5786,0,3,0,0,0,0,0,0,1,6,79.6,79.2,0
47413.84,1888,0,951,14869.55,5197136.67,32,6,1,3.1884,0,5,0,0,1,0,0,0,0,8,67.4,85.0,0
234575.04,176,3,3502,22193.1,8050819.01,48,5,1,10.5693,0,6,0,1,1,0,0,0,1,4,83.3,97.6,0
235025.63,2559,0,952,18028.68,4374025.5,58,6,3,13.0355,0,0,0,0,0,0,0,0,4,5,90.0,88.7,0
76083.39,3224,3,3184,37385.18,2268227.24,33,3,0,2.0351,0,1,1,0,0,0,1,0,3,1,80.9,91.5,0
80293.39,721,1,1285,7296.09,10990557.73,72,1,1,11.0035,0,0,0,0,0,0,0,0,1,4,67.3,80.9,0
230515.85,393,3,2260,115602.43,1153852.64,52,5,0,1.994,1,3,0,1,1,0,0,0,0,5,84.4,84.6,0
18543.48,245,1,3179,18336.33,13639914.95,43,3,0,1.0112,1,1,0,1,1,0,0,0,3,2,84.9,57.9,0
19708.48,3194,0,904,31363.65,3045710.94,41,3,0,0.6284,0,2,0,0,1,0,0,0,3,9,85.2,64.0,0
55399.93,3240,0,3356,15193.27,3409646.65,34,3,2,3.6461,0,6,0,0,0,0,0,0,5,9,76.9,70.3,0
118164.06,936,0,1704,33696.91,1636857.8,27,4,1,3.5066,0,4,0,0,0,0,0,0,1,7,82.2,79.4,0
259460.91,130,1,2540,258618.18,2423544.45,50,1,0,1.0033,0,0,0,0,1,0,0,0,1,2,66.1,90.0,0
1488135.16,2633,2,1109,30535.57,1667478.21,35,2,1,48.7329,1,2,0,1,1,0,0,0,2,5,81.2,90.1,0
589181.42,1683,2,1814,116485.79,1152252.83,53,7,0,5.0579,0,3,1,0,0,1,0,0,3,6,80.3,61.0,0
128039.26,609,0,3434,30690.79,314123.53,59,2,2,4.1718,0,0,0,1,0,0,0,0,3,8,69.4,89.7,0
158177.91,3091,1,1027,19387.12,4344981.77,21,3,3,8.1585,0,1,0,1,0,0,0,0,0,2,56.5,76.7,0
36177.98,673,2,3567,8345.16,954566.37,66,4,0,4.3347,1,3,0,1,0,0,0,0,3,7,76.1,75.1,0
158297.32,1909,3,1476,3472.79,176901.83,63,1,0,45.5691,1,5,0,0,0,0,0,0,2,8,93.9,66.3,0
105557.6,504,1,412,4732.39,315598.12,55,6,0,22.3006,1,6,0,0,0,0,0,0,3,7,69.9,69.1,0
264098.61,749,1,2225,15946.23,963891.88,44,1,0,16.5608,0,2,0,0,0,0,0,0,0,4,68.0,87.1,0
47058.82,1853,1,2101,78389.25,7949030.51,30,7,2,0.6003,0,2,0,1,0,0,0,0,2,3,69.0,83.3,0
354697.21,2590,0,1413,47531.29,863000.51,32,3,0,7.4622,1,1,0,0,1,0,0,0,2,4,90.8,95.5,0
1621899.21,3047,1,1652,21446.88,723858.29,37,2,3,75.6205,0,7,0,1,0,1,0,0,0,4,71.7,77.3,1
138255.65,1141,0,1910,18541.8,551980.35,33,4,1,7.456,0,6,0,1,1,0,1,0,2,3,82.3,67.9,0
297320.98,3262,1,3408,39580.21,30012313.48,37,5,0,7.5117,0,3,0,1,0,0,0,0,1,1,51.8,84.1,0
458271.0,1938,0,2550,38778.41,1140246.0,41,7,3,11.8174,1,1,0,0,0,0,0,0,5,6,81.4,89.2,0
89158.35,898,3,1086,3827.04,96605.2,31,4,1,23.2909,0,0,1,1,0,0,0,0,2,4,60.8,78.5,0
227780.73,2051,2,851,10665.61,13233043.13,54,3,1,21.3546,0,5,0,0,1,0,0,0,1,1,66.0,77.2,0
165858.22,902,1,3431,21573.11,5671199.43,60,5,0,7.6878,0,4,0,0,0,1,0,0,2,6,34.5,56.5,0
188436.08,1357,0,2448,53975.13,1137405.3,48,7,1,3.4911,0,2,0,0,0,0,0,0,1,8,52.8,70.1,0
51046.15,1364,2,1017,14779.2,590228.11,29,7,5,3.4537,0,6,0,0,0,0,0,0,0,8,71.7,52.2,0
168849.87,2208,3,2618,6441.38,5187772.67,34,7,1,26.2092,0,5,0,0,0,0,0,0,3,2,67.9,93.7,0
343518.91,895,0,729,3658.03,321319.26,42,7,0,93.8825,1,3,0,0,0,0,0,0,2,9,86.9,87.6,0
1435057.41,828,0,1099,23266.56,1713663.74,64,3,0,61.6763,1,1,0,0,1,0,0,0,1,6,93.5,88.9,1
686187.53,3487,2,1140,37736.97,159372.75,56,2,1,18.1829,1,2,0,0,0,0,0,0,1,9,80.6,64.7,0
4113454.26,3645,0,1107,28788.27,10015406.95,23,4,2,142.8815,0,2,0,0,0,1,0,0,0,5,78.7,73.8,0
51481.54,3337,1,1943,103687.9,367542.26,57,6,1,0.4965,1,1,0,0,0,0,0,0,4,5,88.4,92.5,0
602281.94,2115,1,1355,26801.48,1131187.84,67,3,0,22.4711,0,2,0,0,0,0,0,0,2,4,58.3,87.5,0
214274.46,1974,1,805,4278.88,1786482.7,68,4,1,50.0655,1,6,1,0,0,0,0,0,1,1,79.9,67.0,0
4345730.38,1119,2,3225,53646.25,2112403.91,42,4,0,81.0057,0,3,0,1,0,0,0,0,1,4,81.5,56.7,0
48414.4,1743,1,2620,58264.12,18698229.86,46,4,0,0.8309,0,5,0,0,0,0,0,0,0,9,46.4,80.3,0
46185.32,2628,0,1050,13853.36,3425213.76,33,2,2,3.3336,0,4,0,0,0,0,0,0,0,8,62.3,59.1,0
66231.47,241,2,156,136193.56,139414.07,53,1,1,0.4863,0,1,1,0,0,0,0,0,1,8,94.5,84.2,0
6728.83,3089,2,511,38370.48,254258.81,71,1,2,0.1754,0,5,0,0,0,0,0,0,2,8,76.6,71.8,0
73966.49,2797,1,2476,13020.24,639324.76,27,2,2,5.6804,0,3,0,0,0,0,0,0,1,7,88.5,84.4,0
52119.84,1851,1,3188,5536.33,189226.35,51,6,0,9.4124,0,1,0,1,1,0,0,0,1,8,86.9,83.8,0
203941.95,2463,1,2254,42138.81,2308492.06,63,3,0,4.8397,0,4,0,1,1,0,0,0,2,3,79.9,98.6,0
271748.96,2269,0,2586,47871.49,9884140.52,27,2,0,5.6765,0,7,0,0,0,0,0,0,3,8,83.6,88.1,0
2714874.43,715,2,1770,24865.15,41238522.15,63,4,1,109.1795,0,7,0,0,0,0,0,0,2,2,73.9,88.9,0
677141.65,2749,1,934,3600.08,13504216.23,69,1,2,188.0385,0,1,1,0,0,0,0,0,1,2,92.2,61.1,1
68503.8,2912,2,2014,61456.66,8042791.45,44,7,1,1.1147,0,6,0,1,0,0,0,0,1,5,72.7,88.2,0
42293.05,1064,2,531,17754.7,664039.83,30,3,0,2.3819,0,6,0,0,0,0,0,0,2,3,60.2,85.4,0
340400.71,3203,0,1710,35243.77,22433522.7,55,3,2,9.6582,0,1,0,0,0,0,0,0,2,7,64.1,78.9,0
22463.57,2738,1,3437,12094.31,2831840.04,37,6,1,1.8572,1,5,0,1,0,0,0,0,2,4,57.6,78.7,0
2538764.62,3201,2,2285,21160.6,1643356.03,37,7,0,119.9704,1,7,1,0,1,1,0,0,4,8,60.4,97.4,1
954707.4,1544,5,2031,33420.32,392036.91,24,1,3,28.5658,0,5,0,0,0,0,0,0,2,6,68.2,90.8,1
80518.04,2240,2,177,16866.04,8891239.25,21,4,0,4.7737,0,0,0,0,0,0,1,0,0,7,71.9,84.2,0
12460.24,425,1,3024,12020.3,14889051.37,61,2,1,1.0365,1,5,1,0,0,0,0,0,0,4,68.7,77.3,0
1240231.43,2504,4,2187,39898.16,7413680.52,22,2,0,31.0841,0,2,0,0,0,0,0,0,1,7,43.4,80.4,1
137062.22,2859,2,3364,7051.58,123918.65,43,1,2,19.4343,0,3,0,1,0,0,0,0,1,5,57.8,92.1,0
1042074.99,3297,1,2521,80947.2,225503.96,58,5,0,12.8734,0,2,1,0,1,0,0,0,0,6,49.6,92.3,0
14888.71,1538,0,2457,9271.93,138662.44,66,7,0,1.6056,1,6,0,0,0,0,0,0,1,5,96.2,82.3,0
66233.22,3247,3,506,41524.41,1366076.47,36,7,0,1.595,0,6,0,0,0,0,0,0,2,8,78.7,93.5,0
164040.0,3388,2,294,19394.8,2588795.17,64,6,1,8.4575,0,4,1,0,0,0,0,0,0,7,58.8,88.0,0
174638.06,1201,3,1259,67193.14,4422230.01,52,7,0,2.599,0,6,0,0,0,0,0,0,2,3,67.4,61.1,0
82859.51,3165,2,1407,30559.68,2001959.37,25,1,1,2.7113,0,0,1,0,0,0,0,0,2,7,87.8,78.2,0
414270.7,1295,0,1382,25832.52,745474.97,24,4,2,16.0362,0,4,0,0,0,0,0,0,1,3,87.2,76.6,0
32812.65,2045,1,3395,40861.78,648162.71,43,6,0,0.803,0,6,0,0,0,0,0,1,2,9,87.7,58.3,0
131456.43,893,1,1715,8394.01,1105814.41,38,3,0,15.6589,1,0,0,1,1,0,0,0,3,2,44.7,96.6,1
194939.29,2654,2,1821,19583.38,273359.38,62,2,1,9.9538,1,1,1,0,0,0,0,0,2,3,93.2,57.9,0
352095.69,434,5,3169,7455.06,1508767.28,57,7,1,47.2228,0,1,1,1,1,0,0,0,2,7,70.4,76.8,1
473270.47,2796,4,2993,15028.0,1363693.17,18,1,0,31.4905,0,5,0,0,0,0,0,0,0,3,70.7,77.9,1
30122.78,1966,0,1043,3462.61,1561730.79,29,7,0,8.6969,0,1,0,1,0,0,0,0,1,3,59.4,74.5,0
16298.51,3532,0,3537,15512.31,2949427.62,32,6,1,1.0506,0,1,0,0,0,0,0,0,2,6,65.9,97.6,0
1106281.81,1538,1,3046,114984.65,1639712.12,72,4,0,9.621,0,7,0,0,0,0,0,1,1,5,78.1,95.0,0
267927.32,3196,1,2304,7924.86,4481247.85,66,2,0,33.8042,0,3,0,0,0,0,0,0,3,9,90.4,94.9,0
52958.84,2773,2,269,4466.02,278430.22,49,5,0,11.8555,0,6,0,0,0,0,0,0,1,5,63.7,92.6,0
1667319.76,669,0,306,47744.12,1582385.51,43,3,1,34.9213,0,0,1,0,0,0,1,0,0,6,80.8,75.0,1
193592.74,1914,0,2872,27739.58,2445286.21,25,5,0,6.9787,0,0,0,1,0,0,0,0,1,6,81.6,72.9,0
954502.72,2973,2,1999,7318.05,17844645.27,45,1,1,130.4135,0,4,0,0,0,0,0,0,2,1,94.2,90.9,0
180101.84,2128,2,3326,24267.74,6168177.83,50,7,1,7.4211,0,5,0,0,1,0,0,0,0,4,78.8,85.9,0
3580889.84,371,2,2921,38257.94,25753.8,48,7,2,93.5962,0,1,0,1,0,0,0,0,1,1,76.2,62.4,0
2264832.28,1119,0,871,16682.62,1322989.42,69,7,2,135.7519,0,3,0,0,0,0,0,0,1,9,59.8,83.0,0
112033.56,1213,0,2207,11523.61,5906578.53,34,7,1,9.7212,1,5,0,1,0,0,0,0,2,5,71.1,77.1,0
698965.33,865,1,3444,10520.59,571785.09,58,1,0,66.4315,0,4,0,0,0,1,0,0,2,3,86.0,73.4,0
428507.67,122,0,1285,76395.44,39998.95,21,5,1,5.609,0,7,0,1,0,0,0,0,0,5,57.2,60.4,0
1267994.83,834,1,1274,9806.27,526943.66,51,6,2,129.2913,0,6,0,0,0,0,0,0,2,1,72.5,85.0,0
38277.4,3116,3,1891,153996.58,236033.35,37,1,0,0.2486,0,6,0,0,0,0,0,0,0,6,63.7,89.6,0
